month,region,product,product_name,revenue,units,orders
2010-10,Ireland (EIRE),84347,ROTATING SILVER ANGELS T-LIGHT HLDR,91.8,36,4
2010-10,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,81.12,48,1
2010-10,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,39.0,20,2
2010-10,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,549.6,208,6
2010-10,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,39145.57,19370,42
2010-10,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,132.0,80,6
2010-10,Rest of Europe,22086,PAPER CHAIN KIT 50'S CHRISTMAS,20.650000000000002,7,2
2010-10,Rest of Europe,22197,SMALL POPCORN HOLDER,82.44999999999999,97,5
2010-10,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,97.5,50,3
2010-10,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1420.9499999999998,125,12
2010-10,Rest of Europe,47566,PARTY BUNTING,345.6,84,4
2010-10,Rest of Europe,79321,CHILLI LIGHTS,39.6,8,2
2010-10,Rest of Europe,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,153.0,60,4
2010-10,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,81.12,48,4
2010-10,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,913.5,530,12
2010-10,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,657.75,249,7
2010-10,Rest of Europe,ALL OTHER PRODUCTS,All other products,96557.74,67729,125
2010-10,Rest of World,20725,LUNCH BAG RED RETROSPOT,115.5,70,2
2010-10,Rest of World,47566,PARTY BUNTING,69.75,15,2
2010-10,Rest of World,85099B,JUMBO BAG RED RETROSPOT,19.5,10,1
2010-10,Rest of World,ALL OTHER PRODUCTS,All other products,7538.95,7354,15
2010-10,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2079.9,1089,111
2010-10,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,8380.07,2965,180
2010-10,United Kingdom,22197,SMALL POPCORN HOLDER,3773.27,4956,117
2010-10,United Kingdom,22386,JUMBO BAG PINK POLKADOT,2755.12,1514,91
2010-10,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,20663.559999999998,1686,237
2010-10,United Kingdom,47566,PARTY BUNTING,3355.61,755,91
2010-10,United Kingdom,79321,CHILLI LIGHTS,5388.29,1094,71
2010-10,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,8660.73,4537,65
2010-10,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,9255.539999999999,5890,148
2010-10,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,6854.31,3815,188
2010-10,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11421.57,4123,280
2010-10,United Kingdom,ALL OTHER PRODUCTS,All other products,861341.51,490530,2045
2010-11,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,145.0,100,1
2010-11,Ireland (EIRE),22086,PAPER CHAIN KIT 50'S CHRISTMAS,88.5,30,2
2010-11,Ireland (EIRE),22197,SMALL POPCORN HOLDER,153.6,196,5
2010-11,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,732.9,62,10
2010-11,Ireland (EIRE),47566,PARTY BUNTING,139.5,30,5
2010-11,Ireland (EIRE),84347,ROTATING SILVER ANGELS T-LIGHT HLDR,30.599999999999998,12,1
2010-11,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,67.6,40,3
2010-11,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,19.5,10,1
2010-11,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,161.25,59,4
2010-11,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,28677.86,14935,39
2010-11,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,293.5,190,8
2010-11,Rest of Europe,22086,PAPER CHAIN KIT 50'S CHRISTMAS,141.6,48,2
2010-11,Rest of Europe,22197,SMALL POPCORN HOLDER,85.0,100,5
2010-11,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,97.5,50,5
2010-11,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,2548.6499999999996,227,19
2010-11,Rest of Europe,47566,PARTY BUNTING,452.55,107,8
2010-11,Rest of Europe,79321,CHILLI LIGHTS,19.8,4,1
2010-11,Rest of Europe,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,107.1,42,2
2010-11,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,297.44,176,7
2010-11,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,1094.1,638,16
2010-11,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1534.7,594,7
2010-11,Rest of Europe,ALL OTHER PRODUCTS,All other products,123824.51,70645,156
2010-11,Rest of World,20725,LUNCH BAG RED RETROSPOT,33.0,20,1
2010-11,Rest of World,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2.95,1,1
2010-11,Rest of World,22423,REGENCY CAKESTAND 3 TIER,1003.5,90,3
2010-11,Rest of World,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,61.199999999999996,24,1
2010-11,Rest of World,85099B,JUMBO BAG RED RETROSPOT,19.5,10,1
2010-11,Rest of World,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17.700000000000003,6,1
2010-11,Rest of World,ALL OTHER PRODUCTS,All other products,22090.14,15011,16
2010-11,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2678.14,1550,139
2010-11,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,28085.16,7156,324
2010-11,United Kingdom,22197,SMALL POPCORN HOLDER,10051.22,8886,201
2010-11,United Kingdom,22386,JUMBO BAG PINK POLKADOT,4547.84,2080,116
2010-11,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,23751.53,1822,251
2010-11,United Kingdom,47566,PARTY BUNTING,2009.4,422,74
2010-11,United Kingdom,79321,CHILLI LIGHTS,7500.38,1551,115
2010-11,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,25491.64,12359,106
2010-11,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,14207.349999999999,9039,225
2010-11,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,10291.869999999999,5754,232
2010-11,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15847.5,5870,377
2010-11,United Kingdom,ALL OTHER PRODUCTS,All other products,1101298.0,564317,2482
2010-12,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2010-12,Ireland (EIRE),22086,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003,6,1
2010-12,Ireland (EIRE),22197,SMALL POPCORN HOLDER,51.0,60,2
2010-12,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,532.2,44,6
2010-12,Ireland (EIRE),79321,CHILLI LIGHTS,19.8,4,1
2010-12,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,19.5,10,1
2010-12,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,141.60000000000002,48,2
2010-12,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,8884.960000000001,5581,17
2010-12,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,214.5,130,7
2010-12,Rest of Europe,22086,PAPER CHAIN KIT 50'S CHRISTMAS,17.700000000000003,6,1
2010-12,Rest of Europe,22197,SMALL POPCORN HOLDER,173.39999999999998,204,5
2010-12,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,58.5,30,3
2010-12,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1233.0,108,10
2010-12,Rest of Europe,47566,PARTY BUNTING,32.55,7,3
2010-12,Rest of Europe,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,107.1,42,2
2010-12,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,283.91999999999996,168,4
2010-12,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,136.5,70,5
2010-12,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,183.84999999999997,71,3
2010-12,Rest of Europe,ALL OTHER PRODUCTS,All other products,49405.07,33625,85
2010-12,Rest of World,20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2010-12,Rest of World,47566,PARTY BUNTING,93.0,20,1
2010-12,Rest of World,85099B,JUMBO BAG RED RETROSPOT,19.5,10,1
2010-12,Rest of World,ALL OTHER PRODUCTS,All other products,8747.16,4564,7
2010-12,United Kingdom,20725,LUNCH BAG RED RETROSPOT,1198.24,581,76
2010-12,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,9172.7,2442,161
2010-12,United Kingdom,22197,SMALL POPCORN HOLDER,2405.54,2473,114
2010-12,United Kingdom,22386,JUMBO BAG PINK POLKADOT,943.76,463,53
2010-12,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,25929.559999999998,1925,156
2010-12,United Kingdom,47566,PARTY BUNTING,1082.19,210,44
2010-12,United Kingdom,79321,CHILLI LIGHTS,7486.639999999999,1586,79
2010-12,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,6624.91,2299,72
2010-12,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,3688.43,2195,97
2010-12,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,3843.65,2061,112
2010-12,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10109.91,3633,218
2010-12,United Kingdom,ALL OTHER PRODUCTS,All other products,632747.32,292833,1426
2011-01,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,290.0,200,1
2011-01,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,1752.0,160,1
2011-01,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,17.700000000000003,6,1
2011-01,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,19644.49,8424,7
2011-01,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,382.6,244,12
2011-01,Rest of Europe,22197,SMALL POPCORN HOLDER,28.9,34,3
2011-01,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,39.0,20,2
2011-01,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,2466.0,216,19
2011-01,Rest of Europe,47566,PARTY BUNTING,116.25,25,4
2011-01,Rest of Europe,79321,CHILLI LIGHTS,19.8,4,1
2011-01,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,340.15999999999997,224,3
2011-01,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,670.5,390,10
2011-01,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,670.5,262,2
2011-01,Rest of Europe,ALL OTHER PRODUCTS,All other products,82713.42,53239,94
2011-01,Rest of World,20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2011-01,Rest of World,22197,SMALL POPCORN HOLDER,72.0,100,1
2011-01,Rest of World,22423,REGENCY CAKESTAND 3 TIER,153.0,12,1
2011-01,Rest of World,47566,PARTY BUNTING,139.5,30,3
2011-01,Rest of World,85099B,JUMBO BAG RED RETROSPOT,19.5,10,1
2011-01,Rest of World,85123A,WHITE HANGING HEART T-LIGHT HOLDER,70.80000000000001,24,2
2011-01,Rest of World,ALL OTHER PRODUCTS,All other products,14904.16,8096,13
2011-01,United Kingdom,20725,LUNCH BAG RED RETROSPOT,1843.1499999999999,1134,73
2011-01,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,143.32,24,10
2011-01,United Kingdom,22197,SMALL POPCORN HOLDER,1394.58,1690,70
2011-01,United Kingdom,22386,JUMBO BAG PINK POLKADOT,2173.12,1122,74
2011-01,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,8429.6,648,110
2011-01,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,77183.6,74215,1
2011-01,United Kingdom,47566,PARTY BUNTING,2027.96,430,54
2011-01,United Kingdom,79321,CHILLI LIGHTS,5871.43,1380,60
2011-01,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,185.57999999999998,39,15
2011-01,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,2539.87,1523,69
2011-01,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,4357.65,2347,108
2011-01,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14446.51,5235,163
2011-01,United Kingdom,ALL OTHER PRODUCTS,All other products,425257.09,225221,958
2011-02,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,52.8,32,3
2011-02,Ireland (EIRE),22197,SMALL POPCORN HOLDER,288.0,400,1
2011-02,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,375.9,34,3
2011-02,Ireland (EIRE),47566,PARTY BUNTING,44.550000000000004,9,1
2011-02,Ireland (EIRE),79321,CHILLI LIGHTS,356.40000000000003,72,1
2011-02,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,40.56,24,1
2011-02,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,42.9,22,3
2011-02,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,216.3,82,5
2011-02,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,10621.33,5289,13
2011-02,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,244.0,160,7
2011-02,Rest of Europe,22197,SMALL POPCORN HOLDER,20.4,24,2
2011-02,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,165.0,100,1
2011-02,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1318.9499999999998,117,12
2011-02,Rest of Europe,47566,PARTY BUNTING,72.75,15,2
2011-02,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,81.11999999999999,48,2
2011-02,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,408.0,240,6
2011-02,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,214.7,82,4
2011-02,Rest of Europe,ALL OTHER PRODUCTS,All other products,53053.1,33800,80
2011-02,Rest of World,20725,LUNCH BAG RED RETROSPOT,145.0,100,1
2011-02,Rest of World,22423,REGENCY CAKESTAND 3 TIER,876.0,80,2
2011-02,Rest of World,47566,PARTY BUNTING,394.8,104,2
2011-02,Rest of World,ALL OTHER PRODUCTS,All other products,20874.69,12257,10
2011-02,United Kingdom,20725,LUNCH BAG RED RETROSPOT,1587.32,866,94
2011-02,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,24.95,5,3
2011-02,United Kingdom,22197,SMALL POPCORN HOLDER,1816.8999999999999,2240,72
2011-02,United Kingdom,22386,JUMBO BAG PINK POLKADOT,1807.83,947,67
2011-02,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,8438.64,670,115
2011-02,United Kingdom,47566,PARTY BUNTING,3835.8,797,74
2011-02,United Kingdom,79321,CHILLI LIGHTS,3259.85,596,49
2011-02,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,174.51,31,20
2011-02,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,2614.67,1595,70
2011-02,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,5166.34,2818,114
2011-02,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4709.11,1713,132
2011-02,United Kingdom,ALL OTHER PRODUCTS,All other products,384456.7,217258,982
2011-03,Ireland (EIRE),22197,SMALL POPCORN HOLDER,92.4,124,3
2011-03,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,63.75,5,2
2011-03,Ireland (EIRE),79321,CHILLI LIGHTS,178.20000000000002,36,1
2011-03,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,27.04,16,1
2011-03,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,19.5,10,1
2011-03,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,70.80000000000001,24,2
2011-03,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,17871.48,9353,21
2011-03,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,301.95,183,12
2011-03,Rest of Europe,22197,SMALL POPCORN HOLDER,142.79999999999998,168,8
2011-03,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,620.5,350,6
2011-03,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1624.9499999999998,141,19
2011-03,Rest of Europe,47566,PARTY BUNTING,158.4,32,5
2011-03,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,421.28,272,7
2011-03,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,381.45,211,10
2011-03,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,159.3,54,5
2011-03,Rest of Europe,ALL OTHER PRODUCTS,All other products,78832.65,50750,110
2011-03,Rest of World,22423,REGENCY CAKESTAND 3 TIER,350.4,32,1
2011-03,Rest of World,47566,PARTY BUNTING,59.400000000000006,12,1
2011-03,Rest of World,84879,ASSORTED COLOUR BIRD ORNAMENT,13.52,8,1
2011-03,Rest of World,ALL OTHER PRODUCTS,All other products,16990.11,10496,7
2011-03,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2438.82,1321,107
2011-03,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,232.01,87,5
2011-03,United Kingdom,22197,SMALL POPCORN HOLDER,2797.6099999999997,2511,81
2011-03,United Kingdom,22386,JUMBO BAG PINK POLKADOT,4458.79,2459,101
2011-03,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,16320.15,1274,172
2011-03,United Kingdom,47566,PARTY BUNTING,8905.220000000001,1622,151
2011-03,United Kingdom,79321,CHILLI LIGHTS,2909.1000000000004,477,48
2011-03,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,62.03,11,7
2011-03,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,3840.86,2366,102
2011-03,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,9717.43,5059,160
2011-03,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5367.8,1920,180
2011-03,United Kingdom,ALL OTHER PRODUCTS,All other products,514403.81,284798,1288
2011-04,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,16.5,10,1
2011-04,Ireland (EIRE),22197,SMALL POPCORN HOLDER,20.4,24,2
2011-04,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,38.25,3,2
2011-04,Ireland (EIRE),47566,PARTY BUNTING,19.8,4,1
2011-04,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,20.8,10,1
2011-04,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,17.700000000000003,6,1
2011-04,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,7137.05,4072,11
2011-04,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,181.5,110,8
2011-04,Rest of Europe,22197,SMALL POPCORN HOLDER,71.39999999999999,84,4
2011-04,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,20.8,10,1
2011-04,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,618.15,53,10
2011-04,Rest of Europe,47566,PARTY BUNTING,89.1,18,4
2011-04,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,155.48,92,5
2011-04,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,473.0,270,6
2011-04,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,26.55,9,1
2011-04,Rest of Europe,ALL OTHER PRODUCTS,All other products,28614.36,16410,67
2011-04,Rest of World,20725,LUNCH BAG RED RETROSPOT,49.5,30,1
2011-04,Rest of World,22197,SMALL POPCORN HOLDER,72.0,100,1
2011-04,Rest of World,22386,JUMBO BAG PINK POLKADOT,41.6,20,1
2011-04,Rest of World,22423,REGENCY CAKESTAND 3 TIER,328.2,28,3
2011-04,Rest of World,85099B,JUMBO BAG RED RETROSPOT,41.6,20,1
2011-04,Rest of World,ALL OTHER PRODUCTS,All other products,12032.23,11005,9
2011-04,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2159.44,975,101
2011-04,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,41.080000000000005,12,5
2011-04,United Kingdom,22197,SMALL POPCORN HOLDER,1331.77,1661,67
2011-04,United Kingdom,22386,JUMBO BAG PINK POLKADOT,1254.06,562,78
2011-04,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,13828.35,1111,161
2011-04,United Kingdom,47566,PARTY BUNTING,10669.57,1915,188
2011-04,United Kingdom,79321,CHILLI LIGHTS,357.5,33,8
2011-04,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,27.35,6,3
2011-04,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,4018.7599999999998,2468,114
2011-04,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,4342.68,2156,114
2011-04,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9973.54,3828,173
2011-04,United Kingdom,ALL OTHER PRODUCTS,All other products,417287.92,260535,1136
2011-05,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,115.5,70,3
2011-05,Ireland (EIRE),22197,SMALL POPCORN HOLDER,81.6,96,2
2011-05,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,955.8,84,9
2011-05,Ireland (EIRE),47566,PARTY BUNTING,286.70000000000005,66,4
2011-05,Ireland (EIRE),79321,CHILLI LIGHTS,23.0,4,1
2011-05,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,67.6,40,2
2011-05,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,240.90000000000003,86,6
2011-05,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,15982.62,7565,22
2011-05,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,1112.75,735,19
2011-05,Rest of Europe,22197,SMALL POPCORN HOLDER,20.4,24,1
2011-05,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,62.400000000000006,30,3
2011-05,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1395.4499999999998,123,16
2011-05,Rest of Europe,23166,MEDIUM CERAMIC TOP STORAGE JAR,129.84,120,3
2011-05,Rest of Europe,47566,PARTY BUNTING,178.20000000000002,36,4
2011-05,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,883.12,568,7
2011-05,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,586.8000000000001,310,9
2011-05,Rest of Europe,ALL OTHER PRODUCTS,All other products,80554.11,51156,117
2011-05,Rest of World,20725,LUNCH BAG RED RETROSPOT,82.5,50,1
2011-05,Rest of World,22423,REGENCY CAKESTAND 3 TIER,25.5,2,1
2011-05,Rest of World,47566,PARTY BUNTING,415.00000000000006,100,1
2011-05,Rest of World,84879,ASSORTED COLOUR BIRD ORNAMENT,27.04,16,1
2011-05,Rest of World,ALL OTHER PRODUCTS,All other products,18544.49,12403,11
2011-05,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2866.43,1500,127
2011-05,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,65.19,17,3
2011-05,United Kingdom,22197,SMALL POPCORN HOLDER,5042.83,6721,100
2011-05,United Kingdom,22386,JUMBO BAG PINK POLKADOT,2882.55,1395,113
2011-05,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,10269.22,853,166
2011-05,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,761.34,681,32
2011-05,United Kingdom,47566,PARTY BUNTING,18238.15,3353,233
2011-05,United Kingdom,79321,CHILLI LIGHTS,2273.75,418,41
2011-05,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,153.0,60,2
2011-05,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,4074.36,2436,131
2011-05,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,6535.93,3311,177
2011-05,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10975.52,3920,211
2011-05,United Kingdom,ALL OTHER PRODUCTS,All other products,554028.56,296301,1503
2011-06,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,33.0,20,1
2011-06,Ireland (EIRE),22197,SMALL POPCORN HOLDER,51.0,60,3
2011-06,Ireland (EIRE),22423,REGENCY CAKESTAND 3 TIER,280.5,22,6
2011-06,Ireland (EIRE),23166,MEDIUM CERAMIC TOP STORAGE JAR,15.0,12,1
2011-06,Ireland (EIRE),47566,PARTY BUNTING,227.30000000000004,54,2
2011-06,Ireland (EIRE),79321,CHILLI LIGHTS,23.0,4,1
2011-06,Ireland (EIRE),84879,ASSORTED COLOUR BIRD ORNAMENT,27.04,16,2
2011-06,Ireland (EIRE),85099B,JUMBO BAG RED RETROSPOT,41.6,20,2
2011-06,Ireland (EIRE),85123A,WHITE HANGING HEART T-LIGHT HOLDER,117.0,44,3
2011-06,Ireland (EIRE),ALL OTHER PRODUCTS,All other products,19897.85,12640,26
2011-06,Rest of Europe,20725,LUNCH BAG RED RETROSPOT,446.75,295,11
2011-06,Rest of Europe,22197,SMALL POPCORN HOLDER,59.5,70,5
2011-06,Rest of Europe,22386,JUMBO BAG PINK POLKADOT,476.44,243,9
2011-06,Rest of Europe,22423,REGENCY CAKESTAND 3 TIER,1011.75,85,13
2011-06,Rest of Europe,23166,MEDIUM CERAMIC TOP STORAGE JAR,64.92,60,2
2011-06,Rest of Europe,47566,PARTY BUNTING,405.50000000000006,90,7
2011-06,Rest of Europe,79321,CHILLI LIGHTS,69.0,12,1
2011-06,Rest of Europe,84879,ASSORTED COLOUR BIRD ORNAMENT,299.59999999999997,200,4
2011-06,Rest of Europe,85099B,JUMBO BAG RED RETROSPOT,778.16,402,14
2011-06,Rest of Europe,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35.400000000000006,12,2
2011-06,Rest of Europe,ALL OTHER PRODUCTS,All other products,79396.84,49525,112
2011-06,Rest of World,20725,LUNCH BAG RED RETROSPOT,145.0,100,1
2011-06,Rest of World,22423,REGENCY CAKESTAND 3 TIER,350.4,32,1
2011-06,Rest of World,23166,MEDIUM CERAMIC TOP STORAGE JAR,99.84,96,1
2011-06,Rest of World,47566,PARTY BUNTING,118.80000000000001,24,1
2011-06,Rest of World,85099B,JUMBO BAG RED RETROSPOT,179.0,100,1
2011-06,Rest of World,ALL OTHER PRODUCTS,All other products,27877.97,19591,8
2011-06,United Kingdom,20725,LUNCH BAG RED RETROSPOT,2474.44,1220,127
2011-06,United Kingdom,22086,PAPER CHAIN KIT 50'S CHRISTMAS,910.8800000000001,344,8
2011-06,United Kingdom,22197,SMALL POPCORN HOLDER,1596.4099999999999,1965,94
2011-06,United Kingdom,22386,JUMBO BAG PINK POLKADOT,3701.95,1870,115
2011-06,United Kingdom,22423,REGENCY CAKESTAND 3 TIER,8089.99,644,115
2011-06,United Kingdom,23166,MEDIUM CERAMIC TOP STORAGE JAR,293.51,229,29
2011-06,United Kingdom,47566,PARTY BUNTING,11804.52,2052,196
2011-06,United Kingdom,79321,CHILLI LIGHTS,2218.29,382,48
2011-06,United Kingdom,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,25.08,7,6
2011-06,United Kingdom,84879,ASSORTED COLOUR BIRD ORNAMENT,2301.0,1348,84
2011-06,United Kingdom,85099B,JUMBO BAG RED RETROSPOT,6249.22,3159,164
2011-06,United Kingdom,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4528.41,1619,137
2011-06,United Kingdom,ALL OTHER PRODUCTS,All other products,560837.12,289456,1369
2011-07,Ireland (EIRE),20725,LUNCH BAG RED RETROSPOT,178.0,120,2
